#   update April 2020: added the AMXP IGR J17591-2342 and IGR J17379-3747
#	update November 2017: added spin and Porb info; 0 = no Porb known. Note that some Porb are tentative (see comment after src name)
#	update November 2017: Added new AMXP IGR J16597-3704 (Sanna+2017). Corrected that XTE J1739-285 was wrongfully listed among the AMXPs. 
#	update October 2017: updated points of IGR J18245-2452 (M28I) according to more accurate results (Ferrigno+2014) and PSR J1023+0038 following new results (Bogdanov+2017). Moved IGR J17062-6143 to AMXPs (Strohmayer&Keek 2017)
#	updated August 2017: added 10 new points from Jakob (some superseded previous non-detections so those were deleted)
#	originally created April 2017
#
#	1=detection. 0=non-detection
#	source types: 1=Z-source. 2=atoll hard or unknown. 3=atoll soft. 4=AMXP. 5=slow pulsar					
#	Log_Lx		Log_Lr		det	type	src_nr	Ps_Hz	Porb_hr	  #	src_name
# Z-sources
	37.47712125	28.24646973	0	4	46	442	8.77	#	SAX J1748.9-2021 (in NGC 6440) = intermittent AMXP
	36.08831523	28.09197904	0	4	47	377	1.39	#	HETE J1900.1-2455 = intermittent AMXP
#	35.21962078	28.01416244	0	4	64	164	0	#	IGR J17062-6143 = intermittent AMXP. Porb suspected < 1 hr
	36.43	27.94	1	4	66	105	0.77	#	IGR J16597-3704 = new AMXP (Nov 2017)
	36.44	28.08	1	4	66	105	0.77	#	IGR J16597-3704 = new AMXP (Nov 2017)
#   New source from Tom Russells and Nina Gusinskaia's work:
	36.31	29.655	1	4	65	527	8.8 #     IGR J17591-2342 == AMXP, assumed a 7.6 kpc distance from Kuiper et al. 2020
	35.99	29.62	1	4	65	527	8.8
	36.36	29.69	1	4	65	527	8.8
	36.36	29.805	1	4	65	527	8.8
	36.57	29.256	1	4	65	527	8.8
	36.46	29.41	1	4	65	527	8.8
	36.03	29.3	1	4	65	527	8.8
	35.94	29.372	1	4	65	527	8.8
	35.57	29.06	1	4	65	527	8.8 # Note: not included the final two observations from Gusinskaia + 2019, since those are nondetections in both X-ray and radio. 
#   IGR J17379-3747: assume a distance of 8 kpc (Chelovekov et al. 2006)
#	36.31	29.3	1	4	67	468	1.82	# IGR J17379-3747
# slow pulsars: literature sample. 
#	34.43095562	25.81741581	0	5	52	0.0012	6000	#	X-Per (4U 0352+30) = HMXB
#	35.44721756	27.55272775	0	5	53	0.00018	230.4	#	4U 2206+54 = HMXB
#	37.44245484	27.57437776	0	5	54	0.0097	2664	#	A0535+26 = HMXB
#	36.22860466	29.29548565	0	5	55	0.28	583.2	#	4U 0115+634 = HMXB
#	36.07800171	29.02322402	0	5	59	0.011	5947.2	#	GRO J1008-57 = HMXB
#	35.57302541	27.87726614	0	5	57	0.081	2539.2	#	GS 0834-430 = HMXB
#	36.30103	28.35693813	0	5	60	2.1	283.2	    #	GRO J1744-28 (bursting pulsar) = LMXB


